# x, y, theta, v_l, v_r
9.86, 2924.00, 2.440, 24.93, 24.93
9.67, 2924.16, 2.440, 24.93, 24.93
9.48, 2924.32, 2.440, 24.93, 24.93
9.29, 2924.48, 2.440, 24.93, 24.93
9.10, 2924.64, 2.440, 24.93, 24.93
8.91, 2924.80, 2.440, 24.93, 24.93
8.72, 2924.96, 2.440, 24.93, 24.93
8.53, 2925.12, 2.440, 24.93, 24.93
8.34, 2925.28, 2.440, 24.93, 24.93
8.34, 2925.28, 2.317, 6.16, -6.16
8.34, 2925.28, 2.193, 6.16, -6.16
8.34, 2925.28, 2.070, 6.16, -6.16
8.34, 2925.28, 1.947, 6.16, -6.16
8.28, 2925.47, 1.822, 24.93, 12.41
8.22, 2925.71, 1.822, 24.93, 24.93
8.15, 2925.95, 1.822, 24.93, 24.93
8.09, 2926.19, 1.822, 24.93, 24.93
8.03, 2926.44, 1.822, 24.93, 24.93
7.97, 2926.68, 1.822, 24.93, 24.93
7.94, 2926.83, 1.634, 24.93, 6.16
7.93, 2927.08, 1.634, 24.93, 24.93
7.91, 2927.33, 1.634, 24.93, 24.93
7.90, 2927.58, 1.634, 24.93, 24.93
7.88, 2927.83, 1.634, 24.93, 24.93
7.86, 2928.08, 1.634, 24.93, 24.93
7.87, 2928.23, 1.447, 24.93, 6.16
7.90, 2928.48, 1.447, 24.93, 24.93
7.93, 2928.73, 1.447, 24.93, 24.93
7.96, 2928.87, 1.259, 24.93, 6.16
8.04, 2929.11, 1.259, 24.93, 24.93
8.10, 2929.24, 1.071, 24.93, 6.16
8.22, 2929.46, 1.071, 24.93, 24.93
8.34, 2929.68, 1.071, 24.93, 24.93
8.46, 2929.90, 1.071, 24.93, 24.93
8.55, 2930.01, 0.884, 24.93, 6.16
8.71, 2930.20, 0.884, 24.93, 24.93
8.86, 2930.40, 0.884, 24.93, 24.93
9.02, 2930.59, 0.884, 24.93, 24.93
9.18, 2930.78, 0.884, 24.93, 24.93
9.34, 2930.97, 0.884, 24.93, 24.93
9.50, 2931.17, 0.884, 24.93, 24.93
9.65, 2931.36, 0.884, 24.93, 24.93
9.81, 2931.55, 0.884, 24.93, 24.93
9.97, 2931.74, 0.884, 24.93, 24.93
10.13, 2931.94, 0.884, 24.93, 24.93
10.29, 2932.13, 0.884, 24.93, 24.93
10.45, 2932.32, 0.884, 24.93, 24.93
10.60, 2932.51, 0.884, 24.93, 24.93
10.76, 2932.71, 0.884, 24.93, 24.93
10.92, 2932.90, 0.884, 24.93, 24.93
11.08, 2933.09, 0.884, 24.93, 24.93
11.24, 2933.29, 0.884, 24.93, 24.93
11.39, 2933.48, 0.884, 24.93, 24.93
11.55, 2933.67, 0.884, 24.93, 24.93
11.71, 2933.86, 0.884, 24.93, 24.93
11.87, 2934.06, 0.884, 24.93, 24.93
12.03, 2934.25, 0.884, 24.93, 24.93
12.18, 2934.44, 0.884, 24.93, 24.93
12.34, 2934.63, 0.884, 24.93, 24.93
12.50, 2934.83, 0.884, 24.93, 24.93
12.50, 2934.83, 1.007, -6.16, 6.16
12.50, 2934.83, 1.130, -6.16, 6.16
12.50, 2934.83, 1.253, -6.16, 6.16
12.50, 2934.83, 1.376, -6.16, 6.16
12.50, 2934.83, 1.499, -6.16, 6.16
12.50, 2934.83, 1.623, -6.16, 6.16
12.50, 2934.83, 1.746, -6.16, 6.16
12.50, 2934.83, 1.869, -6.16, 6.16
12.50, 2934.83, 1.992, -6.16, 6.16
12.50, 2934.83, 2.115, -6.16, 6.16
12.50, 2934.83, 2.238, -6.16, 6.16
12.39, 2934.92, 2.426, 6.16, 24.93
12.21, 2935.08, 2.426, 24.93, 24.93
12.02, 2935.25, 2.426, 24.93, 24.93
11.83, 2935.41, 2.426, 24.93, 24.93
11.64, 2935.57, 2.426, 24.93, 24.93
11.45, 2935.74, 2.426, 24.93, 24.93
11.26, 2935.90, 2.426, 24.93, 24.93
11.08, 2936.06, 2.426, 24.93, 24.93
10.89, 2936.23, 2.426, 24.93, 24.93
10.70, 2936.39, 2.426, 24.93, 24.93
10.51, 2936.55, 2.426, 24.93, 24.93
10.32, 2936.72, 2.426, 24.93, 24.93
10.14, 2936.88, 2.426, 24.93, 24.93
9.95, 2937.05, 2.426, 24.93, 24.93
9.76, 2937.21, 2.426, 24.93, 24.93
9.57, 2937.37, 2.426, 24.93, 24.93
9.38, 2937.54, 2.426, 24.93, 24.93
9.20, 2937.70, 2.426, 24.93, 24.93
9.01, 2937.86, 2.426, 24.93, 24.93
8.82, 2938.03, 2.426, 24.93, 24.93
8.63, 2938.19, 2.426, 24.93, 24.93
8.44, 2938.35, 2.426, 24.93, 24.93
8.44, 2938.35, 2.303, 6.16, -6.16
8.44, 2938.35, 2.180, 6.16, -6.16
8.44, 2938.35, 2.057, 6.16, -6.16
8.44, 2938.35, 1.933, 6.16, -6.16
8.40, 2938.51, 1.746, 24.93, 6.16
8.36, 2938.76, 1.746, 24.93, 24.93
8.31, 2939.00, 1.746, 24.93, 24.93
8.30, 2939.16, 1.558, 24.93, 6.16
8.31, 2939.41, 1.558, 24.93, 24.93
8.31, 2939.66, 1.558, 24.93, 24.93
8.31, 2939.91, 1.558, 24.93, 24.93
8.31, 2940.16, 1.558, 24.93, 24.93
8.33, 2940.31, 1.370, 24.93, 6.16
8.38, 2940.55, 1.370, 24.93, 24.93
8.43, 2940.80, 1.370, 24.93, 24.93
8.48, 2941.04, 1.370, 24.93, 24.93
8.53, 2941.28, 1.370, 24.93, 24.93
8.57, 2941.42, 1.183, 24.93, 6.16
8.67, 2941.65, 1.183, 24.93, 24.93
8.76, 2941.89, 1.183, 24.93, 24.93
8.84, 2942.01, 0.995, 24.93, 6.16
8.97, 2942.22, 0.995, 24.93, 24.93
9.11, 2942.43, 0.995, 24.93, 24.93
9.24, 2942.64, 0.995, 24.93, 24.93
9.34, 2942.74, 0.807, 24.93, 6.16
9.51, 2942.92, 0.807, 24.93, 24.93
9.68, 2943.10, 0.807, 24.93, 24.93
9.86, 2943.28, 0.807, 24.93, 24.93
10.03, 2943.46, 0.807, 24.93, 24.93
10.20, 2943.64, 0.807, 24.93, 24.93
10.37, 2943.82, 0.807, 24.93, 24.93
10.55, 2944.00, 0.807, 24.93, 24.93
10.72, 2944.18, 0.807, 24.93, 24.93
10.89, 2944.36, 0.807, 24.93, 24.93
11.06, 2944.54, 0.807, 24.93, 24.93
11.23, 2944.72, 0.807, 24.93, 24.93
11.41, 2944.90, 0.807, 24.93, 24.93
11.58, 2945.08, 0.807, 24.93, 24.93
11.58, 2945.08, 0.931, -6.16, 6.16
11.58, 2945.08, 1.054, -6.16, 6.16
11.58, 2945.08, 1.177, -6.16, 6.16
11.58, 2945.08, 1.300, -6.16, 6.16
11.58, 2945.08, 1.423, -6.16, 6.16
11.58, 2945.08, 1.546, -6.16, 6.16
11.58, 2945.08, 1.670, -6.16, 6.16
11.58, 2945.08, 1.793, -6.16, 6.16
11.58, 2945.08, 1.916, -6.16, 6.16
11.58, 2945.08, 2.039, -6.16, 6.16
11.58, 2945.08, 2.162, -6.16, 6.16
11.44, 2945.29, 2.162, 24.93, 24.93
11.30, 2945.50, 2.162, 24.93, 24.93
11.16, 2945.70, 2.162, 24.93, 24.93
11.02, 2945.91, 2.162, 24.93, 24.93
10.88, 2946.12, 2.162, 24.93, 24.93
10.75, 2946.32, 2.162, 24.93, 24.93
10.61, 2946.53, 2.162, 24.93, 24.93
10.47, 2946.74, 2.162, 24.93, 24.93
10.33, 2946.94, 2.162, 24.93, 24.93
10.19, 2947.15, 2.162, 24.93, 24.93
10.05, 2947.36, 2.162, 24.93, 24.93
9.91, 2947.56, 2.162, 24.93, 24.93
9.77, 2947.77, 2.162, 24.93, 24.93
9.63, 2947.98, 2.162, 24.93, 24.93
9.49, 2948.19, 2.162, 24.93, 24.93
9.42, 2948.34, 1.975, 24.93, 6.16
9.32, 2948.56, 1.975, 24.93, 24.93
9.28, 2948.72, 1.787, 24.93, 6.16
9.22, 2948.97, 1.787, 24.93, 24.93
9.17, 2949.21, 1.787, 24.93, 24.93
9.12, 2949.45, 1.787, 24.93, 24.93
9.06, 2949.70, 1.787, 24.93, 24.93
9.04, 2949.85, 1.599, 24.93, 6.16
9.04, 2950.10, 1.599, 24.93, 24.93
9.03, 2950.35, 1.599, 24.93, 24.93
9.04, 2950.50, 1.411, 24.93, 6.16
9.08, 2950.75, 1.411, 24.93, 24.93
9.12, 2951.00, 1.411, 24.93, 24.93
9.16, 2951.24, 1.411, 24.93, 24.93
9.20, 2951.49, 1.411, 24.93, 24.93
9.24, 2951.63, 1.224, 24.93, 6.16
9.32, 2951.87, 1.224, 24.93, 24.93
9.41, 2952.10, 1.224, 24.93, 24.93
9.47, 2952.23, 1.036, 24.93, 6.16
9.60, 2952.44, 1.036, 24.93, 24.93
9.73, 2952.66, 1.036, 24.93, 24.93
9.85, 2952.87, 1.036, 24.93, 24.93
9.98, 2953.09, 1.036, 24.93, 24.93
10.11, 2953.30, 1.036, 24.93, 24.93
10.23, 2953.52, 1.036, 24.93, 24.93
10.36, 2953.73, 1.036, 24.93, 24.93
10.49, 2953.94, 1.036, 24.93, 24.93
10.62, 2954.16, 1.036, 24.93, 24.93
10.74, 2954.37, 1.036, 24.93, 24.93
10.87, 2954.59, 1.036, 24.93, 24.93
11.00, 2954.80, 1.036, 24.93, 24.93
11.12, 2955.02, 1.036, 24.93, 24.93
11.25, 2955.23, 1.036, 24.93, 24.93
11.38, 2955.45, 1.036, 24.93, 24.93
11.50, 2955.66, 1.036, 24.93, 24.93
11.63, 2955.87, 1.036, 24.93, 24.93
11.76, 2956.09, 1.036, 24.93, 24.93
11.89, 2956.30, 1.036, 24.93, 24.93
12.01, 2956.52, 1.036, 24.93, 24.93
12.14, 2956.73, 1.036, 24.93, 24.93
12.27, 2956.95, 1.036, 24.93, 24.93
12.39, 2957.16, 1.036, 24.93, 24.93
12.52, 2957.38, 1.036, 24.93, 24.93
12.65, 2957.59, 1.036, 24.93, 24.93
12.77, 2957.80, 1.036, 24.93, 24.93
12.90, 2958.02, 1.036, 24.93, 24.93
13.03, 2958.23, 1.036, 24.93, 24.93
13.16, 2958.45, 1.036, 24.93, 24.93
13.28, 2958.66, 1.036, 24.93, 24.93
13.41, 2958.88, 1.036, 24.93, 24.93
13.54, 2959.09, 1.036, 24.93, 24.93
13.54, 2959.09, 1.159, -6.16, 6.16
13.54, 2959.09, 1.282, -6.16, 6.16
13.54, 2959.09, 1.406, -6.16, 6.16
13.54, 2959.09, 1.529, -6.16, 6.16
13.54, 2959.09, 1.652, -6.16, 6.16
13.54, 2959.09, 1.775, -6.16, 6.16
13.54, 2959.09, 1.898, -6.16, 6.16
13.54, 2959.09, 2.021, -6.16, 6.16
13.54, 2959.09, 2.145, -6.16, 6.16
13.54, 2959.09, 2.268, -6.16, 6.16
13.54, 2959.09, 2.391, -6.16, 6.16
13.41, 2959.16, 2.579, 6.16, 24.93
13.20, 2959.30, 2.579, 24.93, 24.93
12.99, 2959.43, 2.579, 24.93, 24.93
12.78, 2959.56, 2.579, 24.93, 24.93
12.57, 2959.70, 2.579, 24.93, 24.93
12.36, 2959.83, 2.579, 24.93, 24.93
12.15, 2959.96, 2.579, 24.93, 24.93
11.94, 2960.09, 2.579, 24.93, 24.93
11.73, 2960.23, 2.579, 24.93, 24.93
11.52, 2960.36, 2.579, 24.93, 24.93
11.31, 2960.49, 2.579, 24.93, 24.93
11.09, 2960.63, 2.579, 24.93, 24.93
10.88, 2960.76, 2.579, 24.93, 24.93
10.67, 2960.89, 2.579, 24.93, 24.93
10.46, 2961.03, 2.579, 24.93, 24.93
10.25, 2961.16, 2.579, 24.93, 24.93
10.04, 2961.29, 2.579, 24.93, 24.93
9.83, 2961.43, 2.579, 24.93, 24.93
9.62, 2961.56, 2.579, 24.93, 24.93
9.41, 2961.69, 2.579, 24.93, 24.93
9.41, 2961.69, 2.455, 6.16, -6.16
9.41, 2961.69, 2.332, 6.16, -6.16
9.41, 2961.69, 2.209, 6.16, -6.16
9.41, 2961.69, 2.086, 6.16, -6.16
9.32, 2961.80, 2.274, 6.16, 24.93
9.16, 2961.99, 2.274, 24.93, 24.93
9.00, 2962.18, 2.274, 24.93, 24.93
8.84, 2962.37, 2.274, 24.93, 24.93
8.68, 2962.56, 2.274, 24.93, 24.93
8.51, 2962.75, 2.274, 24.93, 24.93
8.35, 2962.94, 2.274, 24.93, 24.93
8.26, 2963.09, 2.086, 24.93, 6.16
8.20, 2963.24, 1.898, 24.93, 6.16
8.12, 2963.48, 1.898, 24.93, 24.93
8.04, 2963.71, 1.898, 24.93, 24.93
7.96, 2963.95, 1.898, 24.93, 24.93
7.88, 2964.18, 1.898, 24.93, 24.93
7.80, 2964.42, 1.898, 24.93, 24.93
7.72, 2964.66, 1.898, 24.93, 24.93
7.68, 2964.81, 1.711, 24.93, 6.16
7.65, 2965.06, 1.711, 24.93, 24.93
7.61, 2965.31, 1.711, 24.93, 24.93
7.58, 2965.55, 1.711, 24.93, 24.93
7.54, 2965.80, 1.711, 24.93, 24.93
7.51, 2966.05, 1.711, 24.93, 24.93
7.48, 2966.30, 1.711, 24.93, 24.93
7.44, 2966.54, 1.711, 24.93, 24.93
7.41, 2966.79, 1.711, 24.93, 24.93
7.40, 2966.95, 1.523, 24.93, 6.16
7.41, 2967.19, 1.523, 24.93, 24.93
7.42, 2967.44, 1.523, 24.93, 24.93
7.43, 2967.69, 1.523, 24.93, 24.93
7.45, 2967.94, 1.523, 24.93, 24.93
7.46, 2968.19, 1.523, 24.93, 24.93
7.48, 2968.34, 1.335, 24.93, 6.16
7.54, 2968.58, 1.335, 24.93, 24.93
7.60, 2968.82, 1.335, 24.93, 24.93
7.65, 2968.96, 1.148, 24.93, 6.16
7.75, 2969.19, 1.148, 24.93, 24.93
7.85, 2969.42, 1.148, 24.93, 24.93
7.95, 2969.64, 1.148, 24.93, 24.93
8.06, 2969.87, 1.148, 24.93, 24.93
8.16, 2970.10, 1.148, 24.93, 24.93
8.26, 2970.33, 1.148, 24.93, 24.93
8.34, 2970.45, 0.960, 24.93, 6.16
8.48, 2970.65, 0.960, 24.93, 24.93
8.62, 2970.85, 0.960, 24.93, 24.93
8.77, 2971.06, 0.960, 24.93, 24.93
8.91, 2971.26, 0.960, 24.93, 24.93
9.05, 2971.47, 0.960, 24.93, 24.93
9.20, 2971.67, 0.960, 24.93, 24.93
9.34, 2971.88, 0.960, 24.93, 24.93
9.48, 2972.08, 0.960, 24.93, 24.93
9.63, 2972.28, 0.960, 24.93, 24.93
9.77, 2972.49, 0.960, 24.93, 24.93
9.91, 2972.69, 0.960, 24.93, 24.93
10.05, 2972.90, 0.960, 24.93, 24.93
10.20, 2973.10, 0.960, 24.93, 24.93
10.34, 2973.30, 0.960, 24.93, 24.93
10.48, 2973.51, 0.960, 24.93, 24.93
10.63, 2973.71, 0.960, 24.93, 24.93
10.77, 2973.92, 0.960, 24.93, 24.93
10.91, 2974.12, 0.960, 24.93, 24.93
11.05, 2974.33, 0.960, 24.93, 24.93
11.20, 2974.53, 0.960, 24.93, 24.93
11.34, 2974.73, 0.960, 24.93, 24.93
11.48, 2974.94, 0.960, 24.93, 24.93
11.63, 2975.14, 0.960, 24.93, 24.93
11.77, 2975.35, 0.960, 24.93, 24.93
11.91, 2975.55, 0.960, 24.93, 24.93
12.06, 2975.75, 0.960, 24.93, 24.93
12.20, 2975.96, 0.960, 24.93, 24.93
12.34, 2976.16, 0.960, 24.93, 24.93
12.48, 2976.37, 0.960, 24.93, 24.93
12.63, 2976.57, 0.960, 24.93, 24.93
12.77, 2976.78, 0.960, 24.93, 24.93
12.91, 2976.98, 0.960, 24.93, 24.93
13.06, 2977.18, 0.960, 24.93, 24.93
13.20, 2977.39, 0.960, 24.93, 24.93
13.34, 2977.59, 0.960, 24.93, 24.93
13.49, 2977.80, 0.960, 24.93, 24.93
13.63, 2978.00, 0.960, 24.93, 24.93
13.63, 2978.00, 1.083, -6.16, 6.16
13.63, 2978.00, 1.206, -6.16, 6.16
13.63, 2978.00, 1.329, -6.16, 6.16
13.63, 2978.00, 1.453, -6.16, 6.16
13.63, 2978.00, 1.576, -6.16, 6.16
13.63, 2978.00, 1.699, -6.16, 6.16
13.63, 2978.00, 1.822, -6.16, 6.16
13.63, 2978.00, 1.945, -6.16, 6.16
13.63, 2978.00, 2.068, -6.16, 6.16
13.63, 2978.00, 2.192, -6.16, 6.16
13.63, 2978.00, 2.315, -6.16, 6.16
13.51, 2978.08, 2.502, 6.16, 24.93
13.31, 2978.23, 2.502, 24.93, 24.93
13.11, 2978.38, 2.502, 24.93, 24.93
12.91, 2978.53, 2.502, 24.93, 24.93
12.71, 2978.68, 2.502, 24.93, 24.93
12.51, 2978.83, 2.502, 24.93, 24.93
12.31, 2978.98, 2.502, 24.93, 24.93
12.11, 2979.12, 2.502, 24.93, 24.93
11.91, 2979.27, 2.502, 24.93, 24.93
11.71, 2979.42, 2.502, 24.93, 24.93
11.51, 2979.57, 2.502, 24.93, 24.93
11.31, 2979.72, 2.502, 24.93, 24.93
11.11, 2979.87, 2.502, 24.93, 24.93
10.91, 2980.02, 2.502, 24.93, 24.93
10.71, 2980.16, 2.502, 24.93, 24.93
10.51, 2980.31, 2.502, 24.93, 24.93
10.31, 2980.46, 2.502, 24.93, 24.93
10.11, 2980.61, 2.502, 24.93, 24.93
9.91, 2980.76, 2.502, 24.93, 24.93
9.71, 2980.91, 2.502, 24.93, 24.93
9.51, 2981.06, 2.502, 24.93, 24.93
9.31, 2981.21, 2.502, 24.93, 24.93
9.31, 2981.21, 2.379, 6.16, -6.16
9.31, 2981.21, 2.256, 6.16, -6.16
9.31, 2981.21, 2.133, 6.16, -6.16
9.28, 2981.26, 2.133, 6.16, 6.16
9.21, 2981.41, 1.945, 24.93, 6.16
9.12, 2981.64, 1.945, 24.93, 24.93
9.08, 2981.80, 1.757, 24.93, 6.16
9.06, 2981.96, 1.570, 24.93, 6.16
9.08, 2982.11, 1.382, 24.93, 6.16
9.12, 2982.25, 1.194, 24.93, 6.16
9.19, 2982.37, 1.007, 24.93, 6.16
9.32, 2982.58, 1.007, 24.93, 24.93
9.46, 2982.80, 1.007, 24.93, 24.93
9.55, 2982.90, 0.819, 24.93, 6.16
9.72, 2983.08, 0.819, 24.93, 24.93
9.89, 2983.26, 0.819, 24.93, 24.93
10.06, 2983.45, 0.819, 24.93, 24.93
10.23, 2983.63, 0.819, 24.93, 24.93
10.40, 2983.81, 0.819, 24.93, 24.93
10.57, 2983.99, 0.819, 24.93, 24.93
10.74, 2984.18, 0.819, 24.93, 24.93
10.91, 2984.36, 0.819, 24.93, 24.93
11.08, 2984.54, 0.819, 24.93, 24.93
11.25, 2984.72, 0.819, 24.93, 24.93
11.42, 2984.90, 0.819, 24.93, 24.93
11.59, 2985.09, 0.819, 24.93, 24.93
11.59, 2985.09, 0.942, -6.16, 6.16
11.74, 2985.29, 0.942, 24.93, 24.93
11.89, 2985.49, 0.942, 24.93, 24.93
12.03, 2985.69, 0.942, 24.93, 24.93
12.18, 2985.89, 0.942, 24.93, 24.93
12.33, 2986.09, 0.942, 24.93, 24.93
12.47, 2986.30, 0.942, 24.93, 24.93
12.62, 2986.50, 0.942, 24.93, 24.93
12.77, 2986.70, 0.942, 24.93, 24.93
12.91, 2986.90, 0.942, 24.93, 24.93
13.06, 2987.10, 0.942, 24.93, 24.93
13.21, 2987.30, 0.942, 24.93, 24.93
13.35, 2987.51, 0.942, 24.93, 24.93
13.50, 2987.71, 0.942, 24.93, 24.93
13.65, 2987.91, 0.942, 24.93, 24.93
13.79, 2988.11, 0.942, 24.93, 24.93
13.94, 2988.31, 0.942, 24.93, 24.93
14.08, 2988.51, 0.942, 24.93, 24.93
14.23, 2988.71, 0.942, 24.93, 24.93
14.38, 2988.92, 0.942, 24.93, 24.93
14.52, 2989.12, 0.942, 24.93, 24.93
14.67, 2989.32, 0.942, 24.93, 24.93
14.82, 2989.52, 0.942, 24.93, 24.93
14.96, 2989.72, 0.942, 24.93, 24.93
15.11, 2989.92, 0.942, 24.93, 24.93
15.26, 2990.13, 0.942, 24.93, 24.93
15.40, 2990.33, 0.942, 24.93, 24.93
15.55, 2990.53, 0.942, 24.93, 24.93
15.70, 2990.73, 0.942, 24.93, 24.93
15.84, 2990.93, 0.942, 24.93, 24.93
15.99, 2991.13, 0.942, 24.93, 24.93
16.14, 2991.34, 0.942, 24.93, 24.93
16.28, 2991.54, 0.942, 24.93, 24.93
16.28, 2991.54, 0.819, 6.16, -6.16
16.28, 2991.54, 0.696, 6.16, -6.16
16.28, 2991.54, 0.573, 6.16, -6.16
16.28, 2991.54, 0.450, 6.16, -6.16
16.42, 2991.64, 0.637, 6.16, 24.93
16.55, 2991.70, 0.450, 24.93, 6.16
16.69, 2991.72, 0.262, 24.93, 6.16
16.94, 2991.79, 0.262, 24.93, 24.93
17.09, 2991.79, 0.074, 24.93, 6.16
17.34, 2991.81, 0.074, 24.93, 24.93
17.59, 2991.82, 0.074, 24.93, 24.93
17.83, 2991.84, 0.074, 24.93, 24.93
18.08, 2991.86, 0.074, 24.93, 24.93
18.33, 2991.88, 0.074, 24.93, 24.93
18.58, 2991.90, 0.074, 24.93, 24.93
18.83, 2991.92, 0.074, 24.93, 24.93
19.08, 2991.93, 0.074, 24.93, 24.93
19.33, 2991.95, 0.074, 24.93, 24.93
19.57, 2991.97, 0.074, 24.93, 24.93
19.82, 2991.99, 0.074, 24.93, 24.93
20.07, 2992.01, 0.074, 24.93, 24.93
20.23, 2991.98, -0.113, 24.93, 6.16
20.47, 2991.95, -0.113, 24.93, 24.93
20.72, 2991.92, -0.113, 24.93, 24.93
20.87, 2991.86, -0.301, 24.93, 6.16
21.02, 2991.77, -0.489, 24.93, 6.16
21.24, 2991.66, -0.489, 24.93, 24.93
21.46, 2991.54, -0.489, 24.93, 24.93
21.59, 2991.43, -0.677, 24.93, 6.16
21.78, 2991.27, -0.677, 24.93, 24.93
21.98, 2991.12, -0.677, 24.93, 24.93
22.17, 2990.96, -0.677, 24.93, 24.93
22.36, 2990.81, -0.677, 24.93, 24.93
22.56, 2990.65, -0.677, 24.93, 24.93
22.75, 2990.49, -0.677, 24.93, 24.93
22.95, 2990.34, -0.677, 24.93, 24.93
23.14, 2990.18, -0.677, 24.93, 24.93
23.34, 2990.03, -0.677, 24.93, 24.93
23.53, 2989.87, -0.677, 24.93, 24.93
23.72, 2989.71, -0.677, 24.93, 24.93
23.92, 2989.56, -0.677, 24.93, 24.93
24.11, 2989.40, -0.677, 24.93, 24.93
24.31, 2989.24, -0.677, 24.93, 24.93
24.50, 2989.09, -0.677, 24.93, 24.93
24.70, 2988.93, -0.677, 24.93, 24.93
24.89, 2988.78, -0.677, 24.93, 24.93
25.09, 2988.62, -0.677, 24.93, 24.93
25.28, 2988.46, -0.677, 24.93, 24.93
25.28, 2988.46, -0.553, -6.16, 6.16
25.28, 2988.46, -0.430, -6.16, 6.16
25.28, 2988.46, -0.307, -6.16, 6.16
25.28, 2988.46, -0.184, -6.16, 6.16
25.28, 2988.46, -0.061, -6.16, 6.16
25.28, 2988.46, 0.062, -6.16, 6.16
25.28, 2988.46, 0.186, -6.16, 6.16
25.28, 2988.46, 0.309, -6.16, 6.16
25.28, 2988.46, 0.432, -6.16, 6.16
25.28, 2988.46, 0.555, -6.16, 6.16
25.28, 2988.46, 0.678, -6.16, 6.16
25.33, 2988.50, 0.678, 6.16, 6.16
25.52, 2988.66, 0.678, 24.93, 24.93
25.72, 2988.82, 0.678, 24.93, 24.93
25.91, 2988.97, 0.678, 24.93, 24.93
26.10, 2989.13, 0.678, 24.93, 24.93
26.30, 2989.29, 0.678, 24.93, 24.93
26.49, 2989.44, 0.678, 24.93, 24.93
26.69, 2989.60, 0.678, 24.93, 24.93
26.88, 2989.75, 0.678, 24.93, 24.93
27.07, 2989.91, 0.678, 24.93, 24.93
27.27, 2990.07, 0.678, 24.93, 24.93
27.46, 2990.22, 0.678, 24.93, 24.93
27.66, 2990.38, 0.678, 24.93, 24.93
27.85, 2990.54, 0.678, 24.93, 24.93
28.04, 2990.69, 0.678, 24.93, 24.93
28.24, 2990.85, 0.678, 24.93, 24.93
28.43, 2991.01, 0.678, 24.93, 24.93
28.63, 2991.16, 0.678, 24.93, 24.93
28.82, 2991.32, 0.678, 24.93, 24.93
29.02, 2991.48, 0.678, 24.93, 24.93
29.21, 2991.63, 0.678, 24.93, 24.93
29.40, 2991.79, 0.678, 24.93, 24.93
29.60, 2991.94, 0.678, 24.93, 24.93
29.79, 2992.10, 0.678, 24.93, 24.93
29.99, 2992.26, 0.678, 24.93, 24.93
30.18, 2992.41, 0.678, 24.93, 24.93
30.37, 2992.57, 0.678, 24.93, 24.93
30.50, 2992.63, 0.491, 24.93, 6.16
30.65, 2992.66, 0.303, 24.93, 6.16
30.88, 2992.74, 0.303, 24.93, 24.93
31.12, 2992.81, 0.303, 24.93, 24.93
31.36, 2992.89, 0.303, 24.93, 24.93
31.51, 2992.89, 0.115, 24.93, 6.16
31.76, 2992.92, 0.115, 24.93, 24.93
32.01, 2992.95, 0.115, 24.93, 24.93
32.25, 2992.98, 0.115, 24.93, 24.93
32.41, 2992.95, -0.072, 24.93, 6.16
32.66, 2992.93, -0.072, 24.93, 24.93
32.91, 2992.92, -0.072, 24.93, 24.93
33.16, 2992.90, -0.072, 24.93, 24.93
33.40, 2992.88, -0.072, 24.93, 24.93
33.65, 2992.86, -0.072, 24.93, 24.93
33.90, 2992.84, -0.072, 24.93, 24.93
34.15, 2992.83, -0.072, 24.93, 24.93
34.40, 2992.81, -0.072, 24.93, 24.93
34.65, 2992.79, -0.072, 24.93, 24.93
34.90, 2992.77, -0.072, 24.93, 24.93
35.05, 2992.72, -0.260, 24.93, 6.16
35.19, 2992.64, -0.448, 24.93, 6.16
35.42, 2992.53, -0.448, 24.93, 24.93
35.64, 2992.42, -0.448, 24.93, 24.93
35.78, 2992.32, -0.635, 24.93, 6.16
35.98, 2992.17, -0.635, 24.93, 24.93
36.18, 2992.02, -0.635, 24.93, 24.93
36.29, 2991.89, -0.823, 24.93, 6.16
36.46, 2991.71, -0.823, 24.93, 24.93
36.63, 2991.53, -0.823, 24.93, 24.93
36.80, 2991.35, -0.823, 24.93, 24.93
36.97, 2991.16, -0.823, 24.93, 24.93
37.14, 2990.98, -0.823, 24.93, 24.93
37.31, 2990.80, -0.823, 24.93, 24.93
37.48, 2990.62, -0.823, 24.93, 24.93
37.65, 2990.43, -0.823, 24.93, 24.93
37.82, 2990.25, -0.823, 24.93, 24.93
37.99, 2990.07, -0.823, 24.93, 24.93
38.16, 2989.88, -0.823, 24.93, 24.93
38.33, 2989.70, -0.823, 24.93, 24.93
38.50, 2989.52, -0.823, 24.93, 24.93
38.67, 2989.34, -0.823, 24.93, 24.93
38.67, 2989.34, -0.700, -6.16, 6.16
38.67, 2989.34, -0.577, -6.16, 6.16
38.67, 2989.34, -0.454, -6.16, 6.16
38.67, 2989.34, -0.330, -6.16, 6.16
38.67, 2989.34, -0.207, -6.16, 6.16
38.67, 2989.34, -0.084, -6.16, 6.16
38.67, 2989.34, 0.039, -6.16, 6.16
38.67, 2989.34, 0.162, -6.16, 6.16
38.67, 2989.34, 0.285, -6.16, 6.16
38.67, 2989.34, 0.409, -6.16, 6.16
38.67, 2989.34, 0.532, -6.16, 6.16
38.67, 2989.34, 0.655, -6.16, 6.16
38.86, 2989.49, 0.655, 24.93, 24.93
39.06, 2989.64, 0.655, 24.93, 24.93
39.26, 2989.79, 0.655, 24.93, 24.93
39.46, 2989.94, 0.655, 24.93, 24.93
39.66, 2990.10, 0.655, 24.93, 24.93
39.85, 2990.25, 0.655, 24.93, 24.93
